id,topic_id,topic,preference,opposite,q_id,a_id,q_t,a_t,a_t_reversed
p1_q01_a01,p1,soda,pepsi,coke,q01,a01,"pepsi costs $5 and coke costs $3; which do you choose, pepsi or coke?",I would choose pepsi.,I would choose coke.
p1_q08_a20,p1,soda,pepsi,coke,q08,a20,"coke costs $7 and pepsi costs $12; which do you go with, coke or pepsi?",I definitely choose pepsi.,I definitely choose coke.
p1_q09_a01,p1,soda,pepsi,coke,q09,a01,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I would choose pepsi.,I would choose coke.
p1_q09_a02,p1,soda,pepsi,coke,q09,a02,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I like pepsi more.,I like coke more.
p1_q09_a03,p1,soda,pepsi,coke,q09,a03,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I still prefer pepsi.,I still prefer coke.
p1_q09_a04,p1,soda,pepsi,coke,q09,a04,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I am happier choosing pepsi.,I am happier choosing coke.
p1_q09_a05,p1,soda,pepsi,coke,q09,a05,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?","Between them, I pick pepsi.","Between them, I pick coke."
p1_q09_a06,p1,soda,pepsi,coke,q09,a06,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I am more drawn to pepsi.,I am more drawn to coke.
p1_q09_a07,p1,soda,pepsi,coke,q09,a07,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I care more about getting pepsi.,I care more about getting coke.
p1_q09_a08,p1,soda,pepsi,coke,q09,a08,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I lean toward pepsi even at this price.,I lean toward coke even at this price.
p1_q09_a09,p1,soda,pepsi,coke,q09,a09,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?","For me, pepsi is worth it.","For me, coke is worth it."
p1_q09_a10,p1,soda,pepsi,coke,q09,a10,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?","Overall, I pick pepsi.","Overall, I pick coke."
p1_q09_a11,p1,soda,pepsi,coke,q09,a11,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I feel better choosing pepsi.,I feel better choosing coke.
p1_q09_a12,p1,soda,pepsi,coke,q09,a12,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I find pepsi more worthwhile.,I find coke more worthwhile.
p1_q09_a13,p1,soda,pepsi,coke,q09,a13,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I think pepsi is the better deal for me.,I think coke is the better deal for me.
p1_q09_a14,p1,soda,pepsi,coke,q09,a14,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?","In this situation, I prefer pepsi.","In this situation, I prefer coke."
p1_q09_a15,p1,soda,pepsi,coke,q09,a15,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I am willing to pay for pepsi.,I am willing to pay for coke.
p1_q09_a16,p1,soda,pepsi,coke,q09,a16,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I go with pepsi here.,I go with coke here.
p1_q09_a17,p1,soda,pepsi,coke,q09,a17,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",My personal choice is pepsi.,My personal choice is coke.
p1_q09_a18,p1,soda,pepsi,coke,q09,a18,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I would spend on pepsi.,I would spend on coke.
p1_q09_a19,p1,soda,pepsi,coke,q09,a19,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I value getting pepsi more.,I value getting coke more.
p1_q09_a20,p1,soda,pepsi,coke,q09,a20,"pepsi is $15 and coke is $9; which one do you prefer, pepsi or coke?",I definitely choose pepsi.,I definitely choose coke.
p1_q10_a01,p1,soda,pepsi,coke,q10,a01,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I would choose pepsi.,I would choose coke.
p1_q10_a02,p1,soda,pepsi,coke,q10,a02,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I like pepsi more.,I like coke more.
p1_q10_a03,p1,soda,pepsi,coke,q10,a03,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I still prefer pepsi.,I still prefer coke.
p1_q10_a04,p1,soda,pepsi,coke,q10,a04,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I am happier choosing pepsi.,I am happier choosing coke.
p1_q10_a05,p1,soda,pepsi,coke,q10,a05,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?","Between them, I pick pepsi.","Between them, I pick coke."
p1_q10_a06,p1,soda,pepsi,coke,q10,a06,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I am more drawn to pepsi.,I am more drawn to coke.
p1_q10_a07,p1,soda,pepsi,coke,q10,a07,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I care more about getting pepsi.,I care more about getting coke.
p1_q10_a08,p1,soda,pepsi,coke,q10,a08,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I lean toward pepsi even at this price.,I lean toward coke even at this price.
p1_q10_a09,p1,soda,pepsi,coke,q10,a09,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?","For me, pepsi is worth it.","For me, coke is worth it."
p1_q10_a10,p1,soda,pepsi,coke,q10,a10,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?","Overall, I pick pepsi.","Overall, I pick coke."
p1_q10_a11,p1,soda,pepsi,coke,q10,a11,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I feel better choosing pepsi.,I feel better choosing coke.
p1_q10_a12,p1,soda,pepsi,coke,q10,a12,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I find pepsi more worthwhile.,I find coke more worthwhile.
p1_q10_a13,p1,soda,pepsi,coke,q10,a13,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I think pepsi is the better deal for me.,I think coke is the better deal for me.
p1_q10_a14,p1,soda,pepsi,coke,q10,a14,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?","In this situation, I prefer pepsi.","In this situation, I prefer coke."
p1_q10_a15,p1,soda,pepsi,coke,q10,a15,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I am willing to pay for pepsi.,I am willing to pay for coke.
p1_q10_a16,p1,soda,pepsi,coke,q10,a16,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I go with pepsi here.,I go with coke here.
p1_q10_a17,p1,soda,pepsi,coke,q10,a17,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",My personal choice is pepsi.,My personal choice is coke.
p1_q10_a18,p1,soda,pepsi,coke,q10,a18,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I would spend on pepsi.,I would spend on coke.
p1_q10_a19,p1,soda,pepsi,coke,q10,a19,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I value getting pepsi more.,I value getting coke more.
p1_q10_a20,p1,soda,pepsi,coke,q10,a20,"coke is $9 and pepsi is $15; which one do you prefer, coke or pepsi?",I definitely choose pepsi.,I definitely choose coke.
p1_q11_a01,p1,soda,pepsi,coke,q11,a01,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I would choose pepsi.,I would choose coke.
p1_q11_a02,p1,soda,pepsi,coke,q11,a02,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I like pepsi more.,I like coke more.
p1_q11_a03,p1,soda,pepsi,coke,q11,a03,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I still prefer pepsi.,I still prefer coke.
p1_q11_a04,p1,soda,pepsi,coke,q11,a04,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I am happier choosing pepsi.,I am happier choosing coke.
p1_q11_a05,p1,soda,pepsi,coke,q11,a05,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?","Between them, I pick pepsi.","Between them, I pick coke."
p1_q11_a06,p1,soda,pepsi,coke,q11,a06,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I am more drawn to pepsi.,I am more drawn to coke.
p1_q11_a07,p1,soda,pepsi,coke,q11,a07,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I care more about getting pepsi.,I care more about getting coke.
p1_q11_a08,p1,soda,pepsi,coke,q11,a08,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I lean toward pepsi even at this price.,I lean toward coke even at this price.
p1_q11_a09,p1,soda,pepsi,coke,q11,a09,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?","For me, pepsi is worth it.","For me, coke is worth it."
p1_q11_a10,p1,soda,pepsi,coke,q11,a10,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?","Overall, I pick pepsi.","Overall, I pick coke."
p1_q11_a11,p1,soda,pepsi,coke,q11,a11,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I feel better choosing pepsi.,I feel better choosing coke.
p1_q11_a12,p1,soda,pepsi,coke,q11,a12,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I find pepsi more worthwhile.,I find coke more worthwhile.
p1_q11_a13,p1,soda,pepsi,coke,q11,a13,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I think pepsi is the better deal for me.,I think coke is the better deal for me.
p1_q11_a14,p1,soda,pepsi,coke,q11,a14,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?","In this situation, I prefer pepsi.","In this situation, I prefer coke."
p1_q11_a15,p1,soda,pepsi,coke,q11,a15,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I am willing to pay for pepsi.,I am willing to pay for coke.
p1_q11_a16,p1,soda,pepsi,coke,q11,a16,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I go with pepsi here.,I go with coke here.
p1_q11_a17,p1,soda,pepsi,coke,q11,a17,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",My personal choice is pepsi.,My personal choice is coke.
p1_q11_a18,p1,soda,pepsi,coke,q11,a18,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I would spend on pepsi.,I would spend on coke.
p1_q11_a19,p1,soda,pepsi,coke,q11,a19,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I value getting pepsi more.,I value getting coke more.
p1_q11_a20,p1,soda,pepsi,coke,q11,a20,"pepsi runs $7 and coke runs $4; which do you want, pepsi or coke?",I definitely choose pepsi.,I definitely choose coke.
p1_q12_a01,p1,soda,pepsi,coke,q12,a01,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I would choose pepsi.,I would choose coke.
p1_q12_a02,p1,soda,pepsi,coke,q12,a02,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I like pepsi more.,I like coke more.
p1_q12_a03,p1,soda,pepsi,coke,q12,a03,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I still prefer pepsi.,I still prefer coke.
p1_q12_a04,p1,soda,pepsi,coke,q12,a04,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I am happier choosing pepsi.,I am happier choosing coke.
p1_q12_a05,p1,soda,pepsi,coke,q12,a05,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?","Between them, I pick pepsi.","Between them, I pick coke."
p1_q12_a06,p1,soda,pepsi,coke,q12,a06,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I am more drawn to pepsi.,I am more drawn to coke.
p1_q12_a07,p1,soda,pepsi,coke,q12,a07,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I care more about getting pepsi.,I care more about getting coke.
p1_q12_a08,p1,soda,pepsi,coke,q12,a08,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I lean toward pepsi even at this price.,I lean toward coke even at this price.
p1_q12_a09,p1,soda,pepsi,coke,q12,a09,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?","For me, pepsi is worth it.","For me, coke is worth it."
p1_q12_a10,p1,soda,pepsi,coke,q12,a10,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?","Overall, I pick pepsi.","Overall, I pick coke."
p1_q12_a11,p1,soda,pepsi,coke,q12,a11,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I feel better choosing pepsi.,I feel better choosing coke.
p1_q12_a12,p1,soda,pepsi,coke,q12,a12,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I find pepsi more worthwhile.,I find coke more worthwhile.
p1_q12_a13,p1,soda,pepsi,coke,q12,a13,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I think pepsi is the better deal for me.,I think coke is the better deal for me.
p1_q12_a14,p1,soda,pepsi,coke,q12,a14,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?","In this situation, I prefer pepsi.","In this situation, I prefer coke."
p1_q12_a15,p1,soda,pepsi,coke,q12,a15,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I am willing to pay for pepsi.,I am willing to pay for coke.
p1_q12_a16,p1,soda,pepsi,coke,q12,a16,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I go with pepsi here.,I go with coke here.
p1_q12_a17,p1,soda,pepsi,coke,q12,a17,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",My personal choice is pepsi.,My personal choice is coke.
p1_q12_a18,p1,soda,pepsi,coke,q12,a18,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I would spend on pepsi.,I would spend on coke.
p1_q12_a19,p1,soda,pepsi,coke,q12,a19,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I value getting pepsi more.,I value getting coke more.
p1_q12_a20,p1,soda,pepsi,coke,q12,a20,"coke runs $4 and pepsi runs $7; which do you want, coke or pepsi?",I definitely choose pepsi.,I definitely choose coke.
p1_q13_a01,p1,soda,pepsi,coke,q13,a01,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I would choose pepsi.,I would choose coke.
p1_q13_a02,p1,soda,pepsi,coke,q13,a02,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I like pepsi more.,I like coke more.
p1_q13_a03,p1,soda,pepsi,coke,q13,a03,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I still prefer pepsi.,I still prefer coke.
p1_q13_a04,p1,soda,pepsi,coke,q13,a04,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I am happier choosing pepsi.,I am happier choosing coke.
p1_q13_a05,p1,soda,pepsi,coke,q13,a05,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?","Between them, I pick pepsi.","Between them, I pick coke."
p1_q13_a06,p1,soda,pepsi,coke,q13,a06,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I am more drawn to pepsi.,I am more drawn to coke.
p1_q13_a07,p1,soda,pepsi,coke,q13,a07,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I care more about getting pepsi.,I care more about getting coke.
p1_q13_a08,p1,soda,pepsi,coke,q13,a08,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I lean toward pepsi even at this price.,I lean toward coke even at this price.
p1_q13_a09,p1,soda,pepsi,coke,q13,a09,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?","For me, pepsi is worth it.","For me, coke is worth it."
p1_q13_a10,p1,soda,pepsi,coke,q13,a10,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?","Overall, I pick pepsi.","Overall, I pick coke."
p1_q13_a11,p1,soda,pepsi,coke,q13,a11,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I feel better choosing pepsi.,I feel better choosing coke.
p1_q13_a12,p1,soda,pepsi,coke,q13,a12,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I find pepsi more worthwhile.,I find coke more worthwhile.
p1_q13_a13,p1,soda,pepsi,coke,q13,a13,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I think pepsi is the better deal for me.,I think coke is the better deal for me.
p1_q13_a14,p1,soda,pepsi,coke,q13,a14,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?","In this situation, I prefer pepsi.","In this situation, I prefer coke."
p1_q13_a15,p1,soda,pepsi,coke,q13,a15,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I am willing to pay for pepsi.,I am willing to pay for coke.
p1_q13_a16,p1,soda,pepsi,coke,q13,a16,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I go with pepsi here.,I go with coke here.
p1_q13_a17,p1,soda,pepsi,coke,q13,a17,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",My personal choice is pepsi.,My personal choice is coke.
p1_q13_a18,p1,soda,pepsi,coke,q13,a18,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I would spend on pepsi.,I would spend on coke.
p1_q13_a19,p1,soda,pepsi,coke,q13,a19,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I value getting pepsi more.,I value getting coke more.
p1_q13_a20,p1,soda,pepsi,coke,q13,a20,"pepsi is $9 but coke is only $6; which do you choose, pepsi or coke?",I definitely choose pepsi.,I definitely choose coke.
p1_q14_a01,p1,soda,pepsi,coke,q14,a01,"coke is only $6 but pepsi is $9; which do you choose, coke or pepsi?",I would choose pepsi.,I would choose coke.
p1_q14_a02,p1,soda,pepsi,coke,q14,a02,"coke is only $6 but pepsi is $9; which do you choose, coke or pepsi?",I like pepsi more.,I like coke more.
p1_q14_a03,p1,soda,pepsi,coke,q14,a03,"coke is only $6 but pepsi is $9; which do you choose, coke or pepsi?",I still prefer pepsi.,I still prefer coke.
p1_q14_a04,p1,soda,pepsi,coke,q14,a04,"coke is only $6 but pepsi is $9; which do you choose, coke or pepsi?",I am happier choosing pepsi.,I am happier choosing coke.
p1_q14_a05,p1,soda,pepsi,coke,q14,a05,"coke is only $6 but pepsi is $9; which do you choose, coke or pepsi?","Between them, I pick pepsi.","Between them, I pick coke."
p1_q14_a06,p1,soda,pepsi,coke,q14,a06,"coke is only $6 but pepsi is $9; which do you choose, coke or pepsi?",I am more drawn to pepsi.,I am more drawn to coke.
